sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,28:1,28:2,28:3,28:4,28:5,28:6,28:7,28:8,28:9,28:10,28:11,28:12,28:13,28:14,9:1,9:2,9:3,9:4,38:1,34:1,34:2,19:1,19:2,19:3,15:1,15:2,15:3,29:1,13:1,13:2,13:3,13:4,21:1,21:2,27:1,27:2,27:3,27:4,27:5,27:6,27:7,27:8,27:9,27:10,27:11,27:12,27:13,27:14,27:15,27:16,27:17,27:18,27:19,27:20,27:21,27:22,27:23,27:24,39:1,39:2,39:3,39:4,39:5,39:6,39:7,39:8,40:1,40:2,40:3,40:4,40:5,40:6,40:7,2:1,2:2,2:3,2:4,33:1,33:2,33:3,33:4,33:5,33:6,33:7,14:1,14:2,14:3,14:4,14:5,31:1,31:2,31:3,31:4,31:5,31:6,31:7,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,1:10,1:11,1:12,1:13,1:14,42:1,42:2,42:3,42:4,42:5,42:6,42:7,42:8,42:9,42:10,42:11,42:12,42:13,42:14,42:15,44:1,44:2,44:3,44:4,37:1,37:2,37:3,22:1,22:2,22:3,22:4,12:1,12:2,12:3,12:4,12:5,24:1,24:2,24:3,24:4,35:1,35:2,35:3,35:4,26:1,26:2,26:3,26:4,5:1,5:2,5:3,5:4,5:5,5:6,17:1,17:2,17:3,17:4,17:5,17:6,3:1,3:2,3:3,3:4,3:5,20:1,20:2,20:3,20:4,16:1,32:1,32:2,32:3,32:4,32:5,4:1,4:2,4:3,25:1,25:2,25:3,25:4,25:5,25:6,11:1,11:2,11:3,11:4,11:5,23:1,23:2,23:3,23:4,23:5,23:6,18:1,18:2,18:3,36:1,36:2,36:3,36:4,36:5,30:1,30:2,30:3,30:4,30:5,7:1,7:2,41:1,41:2,41:3,43:1,43:2,43:3,43:4,8:1,8:2,8:3,8:4,10:1,10:2,10:3,10:4,10:5,10:6,10:7,10:8,6:1,6:2,6:3,6:4,6:5,target
232,0.523972602739726,0.0646801748112832,0.7777777777777780,0.5,0.8913043478260870,0.7666666666666670,0.31625,0.1220765414599570,0.0315802680247579,0.3309075342465750,0.2392798690671030,0.2652592932537860,0.6314769975786930,0.0102176932656384,0.4634513941220800,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.5,0.5,0.3333333333333330,0.5833333333333330,0.3333333333333330,0.8636363636363640,0.75,0.5712270803949220,0.1099702690174390,0.2669104204753200,0.3659420289855070,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545450,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5111790029162620
233,0.0,0.0017761574236369,0.5555555555555560,0.5,0.7246376811594200,0.3666666666666670,0.185625,0.0786037785307224,0.0315802680247579,0.206763698630137,0.079050736497545,0.0341899954107388,0.2440677966101700,0.0102176932656384,0.1230218538055770,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.5,0.25,0.3333333333333330,0.25,0.3333333333333330,0.6545454545454550,0.25,0.2031029619181950,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0827662824607693
234,0.184931506849315,0.0437028208184346,0.4444444444444440,0.625,0.7536231884057970,0.4333333333333330,0.0648032885674931,0.0322466335931963,0.4830393487109910,0.2428255183899420,0.1463175122749590,0.1284993116108310,0.1680350923745400,0.0102176932656384,0.1055011303692540,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.25,0.204337899543379,0.6909090909090910,0.25,0.2172073342736250,0.425904317386231,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1295653381474800
235,0.1679793094795430,0.0306200191638037,0.5555555555555560,0.5,0.9420289855072470,0.8666666666666670,0.0648032885674931,0.1107370659107020,0.0315802680247579,0.1005993150684930,0.1407528641571200,0.1206975676916020,0.5326876513317190,0.0102176932656384,0.3063300678221550,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.5,0.5,0.3333333333333330,0.5,0.6666666666666670,0.9272727272727270,0.5,0.310296191819464,0.3360560093348890,0.0877513711151736,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2521871962227470
236,0.0,0.0017761574236369,0.5555555555555560,0.25,0.717391304347826,0.35,0.3775,0.0634301913536499,0.0315802680247579,0.0535102739726027,0.079050736497545,0.0341899954107388,0.2440677966101700,0.0102176932656384,0.1230218538055770,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.5,0.25,0.3333333333333330,0.25,0.204337899543379,0.6454545454545460,0.25,0.1861777150916780,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636360,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0758228023885571
237,0.1506849315068490,0.0349295379653649,0.6666666666666670,0.5,0.9565217391304350,0.9,0.06125,0.0042523033309709,0.0315802680247579,0.5950342465753420,0.2314238952536820,0.2478201009637450,0.1680350923745400,0.0102176932656384,0.2034664657121330,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.9454545454545450,0.5,0.3483779971791260,0.1540256709451580,0.1919561243144420,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2091376197750310
238,0.1679793094795430,0.0381079249339783,0.6666666666666670,0.75,0.8768115942028990,0.8833333333333330,0.0648032885674931,0.0712260807937632,0.0315802680247579,0.2542808219178080,0.1630114566284780,0.15603487838458,0.3535108958837770,0.0102176932656384,0.2656367746797290,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.4166666666666670,0.204337899543379,0.8454545454545460,0.5,0.3222849083215800,0.4317386231038510,0.1279707495429620,0.0397719376613063,0.468503937007874,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2216358839050130
239,0.2465753424657530,0.0501530767253266,0.7777777777777780,0.5,0.9782608695652170,0.95,0.15875,0.0786037785307224,0.0315802680247579,0.7251712328767120,0.2772504091653030,0.3120697567691600,0.1680350923745400,0.0102176932656384,0.2562170308967600,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.4166666666666670,0.204337899543379,0.9727272727272730,0.75,0.5768688293370950,0.1960326721120190,0.4168190127970750,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,1.0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.3931398416886540
240,0.1061643835616440,0.0347799668139007,0.5555555555555560,0.375,0.5289855072463770,0.0,0.0648032885674931,0.0166548547129695,0.0315802680247579,0.2744006849315070,0.1202945990180030,0.1064708581918310,0.3336561743341400,0.0102176932656384,0.2172192916352680,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.5,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.4454545454545450,0.25,0.155148095909732,0.1099702690174390,0.2559414990859230,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1084571587279540
241,0.184931506849315,0.0359905583210638,0.7777777777777780,0.5,0.9855072463768120,0.9666666666666670,0.0225,0.1909992912827780,0.0315802680247579,0.2089041095890410,0.2563011456628480,0.2826984855438270,0.1680350923745400,0.0102176932656384,0.2321024868123590,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.4166666666666670,0.204337899543379,0.9818181818181820,0.5,0.5289139633286320,0.1680280046674450,0.3071297989031080,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.316067212887099
242,0.0650684931506849,0.012059174086798,0.4444444444444440,1.0,0.5289855072463770,0.7833333333333330,0.0648032885674931,0.0582919914953933,0.0315802680247579,0.1528253424657530,0.1122749590834700,0.1220743460302890,0.1680350923745400,0.0102176932656384,0.1002260738507910,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.1666666666666670,0.204337899543379,0.7136923989715860,0.4417808219178080,0.3335543984388590,0.0676779463243874,0.0767824497257769,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636360,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1049854186918480
243,0.1438356164383560,0.0172941643880436,0.4444444444444440,0.375,0.2028985507246380,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2311643835616440,0.088379705400982,0.1273519963285910,0.2668280871670700,0.0102176932656384,0.2083647324792770,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.3636363636363640,0.25,0.2482369534555710,0.1099702690174390,0.0853021462021988,0.1394927536231880,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0612414942369115
244,0.184931506849315,0.0442263198485592,0.5555555555555560,0.625,0.782608695652174,0.5,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2679794520547950,0.1024549918166940,0.0670032124827902,0.2861985472154960,0.0102176932656384,0.1663526752072340,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.5,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.7272727272727270,0.25,0.2031029619181950,0.1099702690174390,0.0511882998171846,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1181780308290520
245,0.1679793094795430,0.0354296665030732,0.6666666666666670,0.5,0.8840579710144930,0.8666666666666670,0.0648032885674931,0.1231396172927000,0.0315802680247579,0.1083047945205480,0.1551554828150570,0.2037631941257460,0.4300242130750610,0.0102176932656384,0.3345892991710630,0.3333333333333330,0.0287671232876712,0.6666666666666670,0.5,0.375,0.3333333333333330,0.5,0.6666666666666670,0.8545454545454550,0.5,0.3265162200282090,0.1099702690174390,0.2376599634369290,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2362171920566590
246,0.2020547945205480,0.0425342961976208,0.6666666666666670,0.5,0.8405797101449280,0.6333333333333330,0.06375,0.1645995747696670,0.0315802680247579,0.3921232876712330,0.3019639934533550,0.3529141808168880,0.1680350923745400,0.0102176932656384,0.2897513187641300,0.1417808219178080,0.5,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.8,0.5,0.4259520451339920,0.2298716452742120,0.0712979890310786,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2869045965838080
247,0.1643835616438360,0.036654280305686,0.5555555555555560,0.875,0.2753623188405800,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4366438356164380,0.1669394435351880,0.1317117944011010,0.4939467312348670,0.0102176932656384,0.300301431801055,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.5,0.6666666666666670,0.5833333333333330,0.204337899543379,0.0909090909090909,0.25,0.310296191819464,0.1099702690174390,0.109689213893967,0.2028985507246380,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272730,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1417858630745730
