sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,2:0,2:1,3:0,3:1,3:2,target
778,0.2705479452054795,0.0563228867232232,0.4444444444444444,0.5,0.7391304347826086,0.4,0.0648032885674931,0.1350106307583274,0.0315802680247579,0.0436643835616438,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1494236911540064
779,0.1335616438356164,0.0331860992311108,0.4444444444444444,0.5,0.7608695652173914,0.45,0.2,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,0,1,0,0,0,1,0,1,0,0,1,0,0.15150673517567
780,0.1952054794520548,0.043141929000444,0.5555555555555556,0.5,0.7608695652173914,0.45,0.05625,0.1727498228206945,0.0315802680247579,0.2428255183899418,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1390084710456881
781,0.1438356164383561,0.0307321975274019,0.6666666666666666,0.5,0.8913043478260869,0.7666666666666667,0.02375,0.0786037785307224,0.0315802680247579,0.5295376712328768,0,0,1,0,1,0,0,0,1,0,0,1,0,0.195945007637828
782,0.1506849315068493,0.0273574984224917,0.5555555555555556,0.5,0.8695652173913043,0.7,0.0648032885674931,0.0685683912119064,0.0315802680247579,0.1601027397260274,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1958061380363838
783,0.1575342465753424,0.0700413657715768,0.6666666666666666,0.5,0.9347826086956522,0.8666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.6048801369863014,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2113595333981391
786,0.1679793094795433,0.0396830961228353,0.5555555555555556,0.5,0.6884057971014492,0.2833333333333333,0.0648032885674931,0.0444720056697377,0.4274084124830393,0.2101883561643835,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1758089154284127
787,0.1335616438356164,0.0444039355909229,0.4444444444444444,0.625,0.3115942028985507,0.0,0.0648032885674931,0.1215450035435861,0.0315802680247579,0.2428255183899418,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1445632551034578
788,0.1883561643835616,0.041328378788941,0.6666666666666666,0.5,0.9565217391304348,0.9,0.0648032885674931,0.1162296243798724,0.0315802680247579,0.1284246575342466,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2751006804610471
789,0.0993150684931506,0.0219682628712987,0.3333333333333333,0.75,0.5942028985507246,0.8333333333333334,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3857020547945205,0,1,0,0,0,1,0,0,1,0,0,1,0,0.101374809054298
791,0.0753424657534246,0.0087966533454859,0.6666666666666666,0.5,0.9637681159420288,0.9333333333333332,0.006875,0.0028348688873139,0.0315802680247579,0.4833047945205479,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1740036106096375
792,0.1679793094795433,0.0468952300824978,0.5555555555555556,0.5,0.7536231884057971,0.4333333333333333,0.0648032885674931,0.095499645641389,0.0315802680247579,0.2097602739726027,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1553950840161088
793,0.2431506849315068,0.0402907289256584,0.6666666666666666,0.5,0.8985507246376812,0.7833333333333333,0.0648032885674931,0.1527285613040397,0.0315802680247579,0.1091609589041096,0,1,0,0,1,0,0,0,1,0,0,1,0,0.3261908068323844
795,0.1679793094795433,0.044553506742387,0.6666666666666666,0.5,0.8840579710144928,0.7666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3047945205479452,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2216358839050131
796,0.1678082191780822,0.0331860992311108,0.5555555555555556,0.625,0.782608695652174,0.5166666666666667,0.08125,0.0786037785307224,0.0315802680247579,0.2782534246575342,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1890015275656159
797,0.1712328767123287,0.03223725723901,0.5555555555555556,0.5,0.7608695652173914,0.45,0.0925,0.0786037785307224,0.0315802680247579,0.2825342465753425,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1508123871684488
798,0.1232876712328767,0.0298067260277174,0.4444444444444444,0.5,0.5869565217391305,0.05,0.0648032885674931,0.1009922041105598,0.0315802680247579,0.0869006849315068,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1042910706846271
799,0.2842465753424658,0.0571081352684101,0.8888888888888888,0.5,0.9855072463768116,0.9833333333333332,0.5375,0.0786037785307224,0.0315802680247579,0.824486301369863,0,0,0,1,1,0,0,0,1,0,0,1,0,0.6250520761005416
800,0.1335616438356164,0.0275771810512047,0.4444444444444444,0.75,0.4710144927536231,0.0,0.1575,0.1008150248051027,0.0315802680247579,0.0693493150684931,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1945563116233856
802,0.0650684931506849,0.0163593446913926,0.3333333333333333,0.75,0.3188405797101449,0.6666666666666666,0.0648032885674931,0.0349043231750531,0.0315802680247579,0.4276541095890411,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1041522010831828
803,0.1438356164383561,0.0322466054359765,0.6666666666666666,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.1148121899362154,0.0315802680247579,0.0342465753424657,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2139980558255798
804,0.2945205479452055,0.0588515740026642,0.8888888888888888,0.5,0.9855072463768116,0.9833333333333332,0.265,0.0786037785307224,0.0315802680247579,0.7422945205479452,0,0,0,1,1,0,0,0,1,0,0,1,0,0.7610512428829329
806,0.2397260273972602,0.0512935567552408,0.6666666666666666,0.5,0.9855072463768116,0.9666666666666668,0.16,0.0786037785307224,0.0315802680247579,0.6065924657534246,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2677128176642133
807,0.184931506849315,0.0394961321835051,0.4444444444444444,0.5,0.6884057971014492,0.2833333333333333,0.0648032885674931,0.070871722182849,0.3256445047489824,0.0428082191780821,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1397028190529093
808,0.4212328767123288,0.0938745939376942,0.4444444444444444,0.625,0.3695652173913043,0.9,0.0648032885674931,0.2319277108433735,0.0315802680247579,0.0064212328767123,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2619080683238439
810,0.2363013698630137,0.0317838696861342,0.4444444444444444,0.5,0.1884057971014492,0.25,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3634417808219178,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0987362866268573
812,0.1679793094795433,0.0146673210404543,0.5555555555555556,0.5,0.9565217391304348,0.9,0.105625,0.1172927002126151,0.0315802680247579,0.0796232876712328,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1522010831828912
814,0.184931506849315,0.0394961321835051,0.5555555555555556,0.625,0.6231884057971014,0.1333333333333333,0.151875,0.1077250177179305,0.0315802680247579,0.3570205479452055,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1708096097764199
816,0.0924657534246575,0.0506532052630348,0.6666666666666666,0.5,0.9130434782608696,0.8,0.27625,0.0786037785307224,0.0315802680247579,0.7059075342465754,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2638522427440633
817,0.1679793094795433,0.0473252471429573,0.4444444444444444,0.625,0.5942028985507246,0.0666666666666666,0.0648032885674931,0.0861091424521615,0.0315802680247579,0.223458904109589,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1417858630745729
819,0.2020547945205479,0.0351305242001449,0.5555555555555556,0.75,0.717391304347826,0.35,0.05,0.0892983699503898,0.0315802680247579,0.2166095890410959,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1667823913345368
820,0.0787671232876712,0.0237023534085863,0.6666666666666666,0.5,0.9927536231884058,1.0,0.08,0.1298724309000708,0.0315802680247579,0.2675513698630137,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2626024163310651
821,0.1746575342465753,0.0276987076117693,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3416095890410959,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2056658797389251
823,0.1679793094795433,0.0518544485732314,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3625856164383562,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2639911123455076
825,0.2054794520547945,0.0463483605599569,0.7777777777777778,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.6374143835616438,0,1,0,0,0,0,0,1,1,0,0,1,0,0.2745452020552701
827,0.0993150684931506,0.0225758956741218,0.4444444444444444,0.625,0.3768115942028985,0.0,0.0648032885674931,0.1389085754783841,0.0315802680247579,0.2428255183899418,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1035967226774059
828,0.1506849315068493,0.0337890579354507,0.6666666666666666,0.5,0.9347826086956522,0.85,0.0648032885674931,0.0035435861091424,0.0315802680247579,0.6138698630136986,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2139980558255798
830,0.0102739726027397,0.0058145785131692,0.6666666666666666,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2568493150684932,0,1,0,0,0,0,0,1,0,1,0,1,0,0.1562283016247743
831,0.2020547945205479,0.0495454439225034,0.5555555555555556,0.5,0.6159420289855072,0.1166666666666666,0.241875,0.1842664776754075,0.0315802680247579,0.1506849315068493,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1820580474934037
832,0.0308219178082191,0.0087873051485194,0.6666666666666666,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2568493150684932,0,1,0,0,0,0,0,1,0,1,0,1,0,0.1612276072767671
833,0.0787671232876712,0.0385519642898875,0.6666666666666666,0.625,0.9492753623188406,0.8833333333333333,0.139375,0.0855776045357902,0.0315802680247579,0.1960616438356164,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2806554645188168
834,0.2705479452054795,0.0406833531982518,0.5555555555555556,0.625,0.6666666666666666,0.2333333333333333,0.1125,0.034727143869596,0.234056987788331,0.4173801369863014,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1834467435078461
836,0.1335616438356164,0.0387950174110168,0.3333333333333333,0.75,0.5652173913043478,0.75,0.0648032885674931,0.0783132530120482,0.0315802680247579,0.2675513698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.129287598944591
838,0.0,0.0017761574236369,0.5555555555555556,0.5,0.7318840579710145,0.3833333333333333,0.09875,0.0584691708008504,0.0315802680247579,0.0654965753424657,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0904041105402027
839,0.184931506849315,0.0384444600247727,0.4444444444444444,0.625,0.8913043478260869,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4704623287671233,0,1,0,0,1,0,0,0,1,0,0,1,0,0.15150673517567
840,0.1678082191780822,0.0489237888242305,0.4444444444444444,0.625,0.5362318840579711,0.75,0.0648032885674931,0.0623671155209071,0.0315802680247579,0.1780821917808219,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1327593389806971
841,0.1679793094795433,0.0507373390357334,0.5555555555555556,0.875,0.3840579710144927,0.0,0.0648032885674931,0.0276399716513111,0.0315802680247579,0.2208904109589041,0,1,0,0,0,0,1,0,1,0,0,1,0,0.1459519511179003
844,0.2020547945205479,0.0313164598378087,0.4444444444444444,0.375,0.644927536231884,0.1833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.7705479452054794,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1473406471323427
847,0.184931506849315,0.0374722475402556,0.6666666666666666,0.5,0.8768115942028986,0.7166666666666667,0.085625,0.0908929836995039,0.0315802680247579,0.0971746575342465,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2473267601721983
848,0.0513698630136986,0.0664797027273364,0.4444444444444444,0.625,0.7246376811594203,0.3666666666666666,0.0648032885674931,0.0815024805102764,0.0315802680247579,0.172945205479452,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1369254270240244
849,0.184931506849315,0.2070625628081983,0.5555555555555556,0.875,0.2608695652173913,0.7833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3882705479452055,0,1,0,0,1,0,0,0,1,0,1,0,0,0.2848215525621441
850,0.2020547945205479,0.0387950174110168,0.5555555555555556,0.75,0.7536231884057971,0.7333333333333333,0.225,0.0786037785307224,0.0315802680247579,0.2260273972602739,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2112206637966949
851,0.0513698630136986,0.0146532987450045,0.5555555555555556,0.5,0.9492753623188406,0.8833333333333333,0.10625,0.1167611622962438,0.0315802680247579,0.0809075342465753,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1341480349951395
852,0.1679793094795433,0.0088620907242515,0.7777777777777778,0.5,0.9492753623188406,0.8833333333333333,0.025,0.0786037785307224,0.0315802680247579,0.5449486301369864,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2501041522010832
853,0.1095890410958904,0.0272406459604103,0.6666666666666666,0.5,0.5,0.0,0.0648032885674931,0.0644932671863926,0.0315802680247579,0.2371575342465753,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1792806554645188
854,0.1679793094795433,0.0504568931267381,0.5555555555555556,0.625,0.6666666666666666,0.2333333333333333,0.071875,0.0999291282778171,0.0315802680247579,0.2410102739726027,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1709484793778642
855,0.2773972602739726,0.0776835167916988,0.4444444444444444,0.375,0.6014492753623188,0.4,0.0648032885674931,0.0542168674698795,0.7360922659430122,0.1592465753424657,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1876128315511734
856,0.1679793094795433,0.0261609292107784,0.4444444444444444,0.875,0.6521739130434783,1.0,0.0648032885674931,0.1167611622962438,0.0315802680247579,0.1630993150684931,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1278989029301485
858,0.1506849315068493,0.0319007221482156,0.5555555555555556,0.5,0.8840579710144928,0.75,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.300513698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1931676156089432
859,0.2020547945205479,0.0425342961976208,0.6666666666666666,0.5,0.7536231884057971,0.4333333333333333,0.118125,0.0786037785307224,0.0315802680247579,0.4666095890410959,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1626163032912095
860,0.1679793094795433,0.0454743041435883,0.5555555555555556,0.75,0.6956521739130435,0.5666666666666667,0.1375,0.1096739900779588,0.0315802680247579,0.1862157534246575,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2987085127065685
861,0.1164383561643835,0.0296431325808034,0.6666666666666666,0.875,0.3333333333333333,0.8,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3904109589041096,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2153173170393001
862,0.184931506849315,0.0482600668396083,0.4444444444444444,0.375,0.6739130434782609,0.25,0.0648032885674931,0.1490077958894401,0.0315802680247579,0.0847602739726027,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1341480349951395
863,0.2054794520547945,0.0391315525018112,0.5555555555555556,0.5,0.8115942028985508,0.5833333333333334,0.0648032885674931,0.0598866052445074,0.0315802680247579,0.300513698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1626163032912095
864,0.1678082191780822,0.0309939470424641,0.4444444444444444,0.5,0.6304347826086957,0.15,0.0648032885674931,0.2034018426647767,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.135536731009582
865,0.1746575342465753,0.034307882867092,0.6666666666666666,0.5,0.9782608695652174,0.9666666666666668,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5873287671232876,0,1,0,0,0,0,0,1,1,0,0,1,0,0.2995139563949451
866,0.1679793094795433,0.03482203370025,0.4444444444444444,0.625,0.7101449275362319,0.3333333333333333,0.0475,0.1467044649184975,0.0315802680247579,0.074486301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.157755867240661
868,0.2191780821917808,0.026502138400056,0.3333333333333333,0.5,0.644927536231884,0.1833333333333333,0.0648032885674931,0.1651311126860382,0.0315802680247579,0.0462328767123287,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1306762949590334
869,0.1679793094795433,0.0629227137815793,0.4444444444444444,0.625,0.5507246376811594,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.186224135536731
870,0.2020547945205479,0.040374862698357,0.6666666666666666,0.5,0.8768115942028986,0.7333333333333333,0.15375,0.1328844790928419,0.0315802680247579,0.1284246575342466,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2792667685043744
871,0.1335616438356164,0.0247727219612517,0.4444444444444444,0.5,0.6521739130434783,0.2,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3827054794520548,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1035967226774059
872,0.1678082191780822,0.03482203370025,0.5555555555555556,0.5,0.9130434782608696,0.8,0.0725,0.0894755492558469,0.0315802680247579,0.1279965753424657,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2299680599916678
875,0.1061643835616438,0.0206595152959872,0.4444444444444444,0.625,0.5,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2893835616438356,0,1,0,0,0,1,0,0,1,0,0,1,0,0.043882794056381
878,0.1815068493150685,0.0352146579728434,0.8888888888888888,0.5,0.9565217391304348,0.9166666666666666,0.135,0.2072997873848334,0.0315802680247579,0.125,0,0,0,1,1,0,0,0,1,0,0,1,0,0.4375781141508124
881,0.1335616438356164,0.0267545397181518,0.4444444444444444,0.5,0.9637681159420288,0.9333333333333332,0.0648032885674931,0.1736357193479801,0.0315802680247579,0.0470890410958904,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1695597833634217
883,0.1679793094795433,0.038963284956414,0.5555555555555556,0.5,0.8695652173913043,0.7166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3458904109589041,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1987223996667129
884,0.1335616438356164,0.0229217789618827,0.3333333333333333,0.5,0.2898550724637681,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3403253424657534,0,1,0,0,1,0,0,0,1,0,1,0,0,0.1160949868073878
886,0.0993150684931506,0.017850382107551,0.8888888888888888,0.5,0.9202898550724636,0.8333333333333334,0.0375,0.2193479801559177,0.0315802680247579,0.1969178082191781,0,0,1,0,0,0,0,1,1,0,0,1,0,0.4082766282460769
887,0.1678082191780822,0.033153380541728,0.4444444444444444,0.5,0.6304347826086957,0.9166666666666666,0.07625,0.0935506732813607,0.0315802680247579,0.4700342465753425,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1528954311901124
888,0.1301369863013698,0.0708873775970459,0.4444444444444444,0.75,0.6014492753623188,0.0833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3493150684931507,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1397028190529093
890,0.3664383561643836,0.0507607095281497,0.5555555555555556,0.375,0.5869565217391305,0.05,0.05625,0.1814316087880935,0.0315802680247579,0.2059075342465753,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1591445632551034
891,0.1335616438356164,0.0316156021407371,0.4444444444444444,0.75,0.5579710144927537,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2876712328767123,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1222052492709346
892,0.1678082191780822,0.0461987894084928,0.5555555555555556,0.5,0.7681159420289855,0.4666666666666667,0.0575,0.0400425230333097,0.3392130257801899,0.0821917808219178,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1910845715872795
893,0.1678082191780822,0.0332515366098763,0.5555555555555556,0.875,0.6594202898550725,0.8833333333333333,0.0648032885674931,0.1174698795180722,0.0315802680247579,0.1695205479452055,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1660880433273156
894,0.1679793094795433,0.0560143962233284,0.4444444444444444,0.5,0.5942028985507246,0.0666666666666666,0.0648032885674931,0.1885187810063784,0.0315802680247579,0.1365582191780822,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1806693514789612
895,0.1472602739726027,0.0267264951272523,0.4444444444444444,0.5,0.7753623188405797,0.4833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,1,0,0,0.1165921399805582
896,0.1712328767123287,0.026904110869616,0.5555555555555556,0.5,0.6594202898550725,0.2166666666666666,0.259375,0.070871722182849,0.0315802680247579,0.1626712328767123,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1459519511179003
898,0.1472602739726027,0.0267264951272523,0.4444444444444444,0.5,0.7753623188405797,0.4833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1500527704485488
899,0.2705479452054795,0.0543083502769403,0.8888888888888888,0.5,0.9927536231884058,1.0,0.475,0.3876683203401843,0.0315802680247579,0.0607876712328767,0,0,0,1,1,0,0,0,1,0,0,1,0,0.8009401472017775
900,0.1506849315068493,0.0266096426651709,0.4444444444444444,0.75,0.644927536231884,0.7333333333333333,0.0648032885674931,0.082388377037562,0.0315802680247579,0.1913527397260274,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1390084710456881
901,0.1679793094795433,0.0282315548388604,0.3333333333333333,0.625,0.717391304347826,0.35,0.0648032885674931,0.0570517363571934,0.0315802680247579,0.2294520547945205,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1042910706846271
902,0.1472602739726027,0.0346444179578863,0.4444444444444444,0.75,0.6159420289855072,0.8333333333333334,0.0648032885674931,0.1523742026931254,0.0315802680247579,0.0565068493150684,0,1,0,0,1,0,0,0,1,0,0,1,0,0.164004999305652
903,0.1438356164383561,0.0307321975274019,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3351883561643836,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2014997916955978
904,0.0993150684931506,0.0633761013344551,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.016875,0.0786037785307224,0.0315802680247579,0.7148972602739726,0,0,1,0,1,0,0,0,1,0,0,0,1,0.2848215525621441
905,0.1679793094795433,0.0227768819089018,0.4444444444444444,0.625,0.6884057971014492,0.2833333333333333,0.046875,0.1061304039688164,0.0315802680247579,0.1185787671232876,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1258158589084849
906,0.2020547945205479,0.0402907289256584,0.4444444444444444,0.5,0.5942028985507246,0.0666666666666666,0.06875,0.0627214741318214,0.1967435549525101,0.1763698630136986,0,0,0,1,1,0,0,0,1,0,0,1,0,0.129287598944591
907,0.3253424657534247,0.0570286755941947,0.7777777777777778,0.5,0.9710144927536232,0.9333333333333332,0.13,0.0111622962437987,0.0315802680247579,0.6678082191780822,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3056519927787807
908,0.2226027397260274,0.0476758045292014,0.6666666666666666,0.75,0.463768115942029,0.6166666666666667,0.0648032885674931,0.0395109851169383,0.0315802680247579,0.3398972602739726,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2987085127065685
910,0.4383561643835616,0.0527658977774661,0.5555555555555556,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3176369863013699,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1931676156089432
911,0.2020547945205479,0.0481432143775269,0.4444444444444444,0.5,0.6376811594202898,0.1666666666666666,0.225625,0.0784904323175053,0.0315802680247579,0.2833904109589041,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1658103041244271
913,0.1027397260273972,0.0225291546892893,0.4444444444444444,0.75,0.3840579710144927,0.0,0.0648032885674931,0.0866406803685329,0.0315802680247579,0.1194349315068493,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0737397583668934
914,0.2089041095890411,0.0232302694617775,0.4444444444444444,0.625,0.5579710144927537,0.0,0.0648032885674931,0.0503189227498228,0.0315802680247579,0.3069349315068493,0,1,0,0,0,0,1,0,1,0,0,0,1,0.1528954311901124
915,0.0308219178082191,0.0079459674215335,0.5555555555555556,0.5,0.9927536231884058,0.9833333333333332,0.0475,0.052090715804394,0.0315802680247579,0.1361301369863013,0,0,0,1,0,0,0,1,0,1,0,1,0,0.192796833773087
918,0.1679793094795433,0.0740377199747598,0.3333333333333333,0.625,0.6086956521739131,0.1,0.0648032885674931,0.1876328844790928,0.0315802680247579,0.0321061643835616,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1390084710456881
919,0.2808219178082192,0.0552712145644908,0.6666666666666666,0.5,0.8623188405797102,0.6833333333333333,0.0648032885674931,0.0085046066619418,0.4301221166892808,0.1806506849315068,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2820441605332592
920,0.2260273972602739,0.0454743041435883,0.5555555555555556,0.875,0.6231884057971014,0.8666666666666667,0.0648032885674931,0.0935506732813607,0.2788331071913161,0.1048801369863013,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1966393556450493
921,0.1678082191780822,0.0334758933370726,0.5555555555555556,0.5,0.8840579710144928,0.7333333333333333,0.065625,0.1442239546420978,0.0315802680247579,0.0488013698630137,0,0,1,0,1,0,0,0,1,0,0,1,0,0.230662407998889
922,0.1575342465753424,0.0349482343592979,0.4444444444444444,0.75,0.2028985507246377,0.8833333333333333,0.0648032885674931,0.1920623671155209,0.0315802680247579,0.0804794520547945,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1541452576031106
923,0.1506849315068493,0.0417724181448503,0.5555555555555556,0.5,0.9637681159420288,0.9333333333333332,0.0648032885674931,0.0049610205527994,0.0315802680247579,0.5513698630136986,0,1,0,0,1,0,0,0,1,0,0,1,0,0.187598944591029
924,0.0993150684931506,0.0313725490196078,0.5555555555555556,0.5,0.8768115942028986,0.7333333333333333,0.0648032885674931,0.0292345854004252,0.5705563093622795,0.2559931506849315,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2195528398833495
925,0.1986301369863013,0.0417864404403,0.5555555555555556,0.625,0.782608695652174,0.5,0.098125,0.1107370659107016,0.7198100407055631,0.2428255183899418,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2396889320927649
926,0.1679793094795433,0.0668910233938629,0.4444444444444444,0.625,0.7608695652173914,0.45,0.0648032885674931,0.135896527285613,0.0630936227951153,0.1138698630136986,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1945563116233856
927,0.2465753424657534,0.0500081796723457,0.7777777777777778,0.5,0.9492753623188406,0.9,0.2125,0.0786037785307224,0.0315802680247579,0.5055650684931506,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3473128732120539
928,0.1679793094795433,0.0401972469559933,0.6666666666666666,0.5,0.6956521739130435,0.3,0.21375,0.0978029766123316,0.0315802680247579,0.1198630136986301,0,0,1,0,1,0,0,0,1,0,0,1,0,0.195945007637828
929,0.1679793094795433,0.0492556498165416,0.7777777777777778,0.5,0.9347826086956522,0.85,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.7504280821917808,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2799611165115956
930,0.1679793094795433,0.0547149968449835,0.6666666666666666,0.5,0.9057971014492754,0.7833333333333333,0.178125,0.0786037785307224,0.0315802680247579,0.4126712328767123,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2598250243021802
933,0.2157534246575342,0.0484704012713547,0.8888888888888888,0.5,0.9710144927536232,0.9333333333333332,0.18875,0.0786037785307224,0.0315802680247579,0.8154965753424658,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3959172337175392
934,0.1438356164383561,0.0335927457991539,0.6666666666666666,0.5,0.9565217391304348,0.9,0.13125,0.0035435861091424,0.0315802680247579,0.6335616438356164,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2153867518400222
