sample,1,2,1:1,1:2,1:3,1:4,1:5,2:1,2:2,2:3,2:4,2:5,target
597,0.5555555555555556,0.7166666666666667,0,0,0,0,0,1,0,0,0,0,0.1105457575336758
598,0.6666666666666666,0.95,0,0,0,1,0,0,0,1,0,0,0.2212206637966949
599,0.4444444444444444,0.45,0,0,0,0,0,0,0,0,0,0,0.2535758922371893
600,0.5555555555555556,0.5,0,0,0,0,0,0,0,0,0,0,0.1612276072767671
601,0.7777777777777778,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.3334259130676295
602,0.5555555555555556,0.0,0,0,0,1,0,0,0,1,0,0,0.1473406471323427
603,0.7777777777777778,0.7,0,0,0,1,0,0,0,0,0,0,0.2570476322732953
604,0.6666666666666666,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.1612276072767671
605,0.6666666666666666,0.8666666666666667,0,0,0,1,0,0,0,0,0,0,0.2584363282877378
606,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0.2362171920566588
607,0.4444444444444444,0.7666666666666667,0,0,0,1,0,1,0,0,0,0,0.1626163032912095
608,0.4444444444444444,0.8666666666666667,0,0,0,0,0,1,0,0,0,0,0.2639911123455076
609,0.7777777777777778,0.8,0,0,0,1,0,0,0,1,0,0,0.4502152478822386
610,0.3333333333333333,0.1833333333333333,0,0,0,0,0,1,0,0,0,0,0.1160949868073878
611,0.8888888888888888,0.8333333333333334,0,0,0,1,0,0,0,0,1,0,0.3861963616164421
612,0.5555555555555556,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0.1570615192334398
613,0.7777777777777778,0.85,0,0,0,1,0,0,0,0,0,0,0.3146785168726566
614,0.4444444444444444,0.95,0,0,0,1,0,1,0,0,0,0,0.1556728232189973
615,0.3333333333333333,0.3666666666666666,0,0,0,0,0,1,0,0,0,0,0.056381058186363
616,0.5555555555555556,0.2166666666666666,0,0,0,1,0,1,0,0,0,0,0.1424802110817942
617,0.5555555555555556,0.8833333333333333,0,0,0,1,0,0,0,1,0,0,0.2059436189418136
618,0.5555555555555556,0.0666666666666666,0,0,0,0,0,1,0,0,0,0,0.0980419386196361
619,0.8888888888888888,0.95,0,0,0,1,0,0,0,1,0,0,0.3887140674906263
620,0.7777777777777778,0.8833333333333333,0,0,0,1,0,0,0,1,0,0,0.3750867935009026
621,0.2222222222222222,0.0,0,1,0,0,0,1,0,0,0,0,0.0445771420636022
622,0.5555555555555556,0.7833333333333333,0,0,0,0,0,0,0,0,0,0,0.2848215525621441
623,0.4444444444444444,0.45,0,0,0,0,0,1,0,0,0,0,0.1390084710456881
624,0.5555555555555556,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.1855297875295098
625,0.5555555555555556,0.3666666666666666,0,0,0,0,0,0,0,0,0,0,0.1808776558811276
626,0.5555555555555556,0.2,0,0,0,0,0,1,0,0,0,0,0.173725871406749
627,0.4444444444444444,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0.145813081516456
628,0.5555555555555556,0.3666666666666666,0,0,0,0,0,0,0,1,0,0,0.164004999305652
629,0.4444444444444444,0.3166666666666666,0,0,0,1,0,0,0,0,0,0,0.1390084710456881
630,0.5555555555555556,0.2333333333333333,0,0,0,0,0,1,0,0,0,0,0.1855297875295098
631,0.4444444444444444,0.6833333333333333,0,1,0,0,0,1,0,0,0,0,0.1237328148868212
632,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.2424663241216497
633,0.6666666666666666,0.45,0,0,0,0,0,0,0,0,0,0,0.06610193028746
634,0.4444444444444444,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0.1451187335092348
635,0.5555555555555556,0.5,0,0,0,0,0,1,0,0,0,0,0.15150673517567
636,0.5555555555555556,0.75,0,0,0,0,0,1,0,0,0,0,0.2292737119844466
637,0.1111111111111111,0.0,0,1,0,0,0,0,0,0,0,1,0.0348562699625052
638,0.4444444444444444,0.0666666666666666,0,0,0,0,0,1,0,0,0,0,0.0806832384391056
639,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.0695736703235661
640,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.3189293153728649
641,0.7777777777777778,0.9,0,0,0,1,0,0,0,1,0,0,0.332037217053187
642,0.6666666666666666,0.85,0,0,0,1,0,0,0,0,0,0,0.26537980835995
643,0.7777777777777778,0.75,0,0,0,0,0,0,0,0,0,0,0.4306346340786002
644,0.4444444444444444,0.3166666666666666,0,0,0,0,0,1,0,0,0,0,0.1626163032912095
645,0.8888888888888888,0.9833333333333332,0,0,0,1,0,0,0,1,0,0,0.4665713095403416
646,0.5555555555555556,0.35,0,0,0,0,0,1,0,0,0,0,0.1504652131648382
647,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.0880433273156506
648,0.5555555555555556,0.05,0,0,0,0,0,0,0,1,0,0,0.1667823913345368
649,0.5555555555555556,0.2666666666666666,0,0,0,0,0,0,0,0,0,0,0.1667823913345368
650,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0.0688793223163449
651,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.2375364532703791
652,0.3333333333333333,0.0,0,0,0,0,0,0,0,1,0,0,0.1015136786557422
653,0.6666666666666666,0.7666666666666667,0,0,0,1,0,0,0,0,0,0,0.2167754478544646
654,0.5555555555555556,0.75,0,0,0,0,0,1,0,0,0,0,0.1390084710456881
655,0.7777777777777778,0.75,0,0,0,1,0,0,0,0,0,0,0.4375781141508124
656,0.5555555555555556,0.35,0,0,0,0,0,1,0,0,0,0,0.0737397583668934
657,0.4444444444444444,0.9333333333333332,0,0,0,0,0,1,0,0,0,0,0.1535897791973337
658,0.6666666666666666,0.8333333333333334,0,1,0,0,0,0,0,1,0,0,0.1584502152478822
659,0.5555555555555556,0.0,0,0,0,0,0,0,0,1,0,0,0.0869323705040966
660,0.4444444444444444,0.8166666666666667,0,0,0,1,0,1,0,0,0,0,0.1834467435078461
661,0.6666666666666666,0.4333333333333333,0,0,0,0,0,0,0,0,0,0,0.2263574503541174
662,0.7777777777777778,0.9166666666666666,0,0,0,1,0,0,0,0,0,0,0.5097903069018191
663,0.5555555555555556,0.3,0,0,0,0,0,0,0,0,0,0,0.1042910706846271
664,0.3333333333333333,0.3666666666666666,0,0,0,0,0,1,0,0,0,0,0.1424802110817942
665,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,0,1,0,0.5389529232051105
666,0.7777777777777778,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.2716289404249409
667,0.5555555555555556,0.4833333333333333,0,0,0,0,0,0,0,0,0,1,0.1306762949590334
668,0.5555555555555556,0.8,0,0,0,1,0,0,1,0,0,0,0.2202471878905707
669,0.4444444444444444,0.6166666666666667,0,0,0,0,0,0,0,0,0,0,0.1848354395222885
670,0.3333333333333333,0.0,0,1,0,0,0,0,0,1,0,0,0.1424802110817942
671,0.5555555555555556,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.1924732676017219
672,0.5555555555555556,0.0,0,1,0,0,0,1,0,0,0,0,0.0954034161921955
673,0.5555555555555556,0.45,0,0,0,0,0,0,0,0,0,0,0.1806693514789612
674,0.5555555555555556,0.9,0,0,0,1,0,0,0,0,0,0,0.3091237328148868
675,0.5555555555555556,0.25,0,0,0,0,0,0,0,1,0,0,0.1459519511179003
676,0.5555555555555556,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0.157755867240661
677,0.3333333333333333,0.0,0,1,0,0,0,1,0,0,0,0,0.072351062352451
678,0.4444444444444444,0.9333333333333332,0,1,0,0,0,1,0,0,0,0,0.1035967226774059
679,0.7777777777777778,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.4688237744757672
680,0.4444444444444444,0.1833333333333333,0,0,0,0,0,1,0,0,0,0,0.1299819469518122
681,0.5555555555555556,0.5,0,0,0,0,0,0,0,0,0,0,0.1501180391612276
682,0.4444444444444444,0.8333333333333334,0,1,0,0,0,1,0,0,0,0,0.1729398694625746
683,0.5555555555555556,0.7833333333333333,0,0,0,1,0,0,0,1,0,0,0.1917789195945007
684,0.8888888888888888,0.8666666666666667,0,0,0,1,0,0,0,0,0,0,0.3473128732120539
685,0.6666666666666666,0.8,0,0,0,1,0,1,0,0,0,0,0.2584363282877378
686,0.6666666666666666,0.5666666666666667,0,0,0,0,0,0,0,0,0,0,0.2396889320927649
687,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.2679836133870296
688,0.6666666666666666,0.9,0,0,0,1,0,1,0,0,0,0,0.1581724760449937
689,0.7777777777777778,0.95,0,0,0,1,0,0,0,1,0,0,0.4959033467573948
690,0.5555555555555556,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.2219136231079017
691,0.5555555555555556,0.9,0,0,0,1,0,0,0,0,0,0,0.1473406471323427
692,1.0,0.75,0,0,0,1,0,0,0,0,1,0,1.0
693,0.6666666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0.4167476739341758
694,0.4444444444444444,0.3,0,1,0,0,0,1,0,0,0,0,0.1021802527426746
695,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.1480349951395639
696,0.5555555555555556,0.6166666666666667,0,0,0,0,0,0,0,0,0,0,0.195945007637828
697,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.0751284543813359
698,0.4444444444444444,0.0333333333333333,0,0,0,1,0,1,0,0,0,0,0.1230384668796
699,0.4444444444444444,0.9833333333333332,0,0,0,0,0,0,0,1,0,0,0.1438689070962366
700,0.6666666666666666,0.9,0,0,0,1,0,1,0,0,0,0,0.2237189279266768
701,0.7777777777777778,0.8666666666666667,0,0,0,1,0,0,0,1,0,0,0.3855020136092209
702,0.6666666666666666,0.3166666666666666,0,0,0,0,0,1,0,0,0,0,0.1459519511179003
703,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.4541299819469518
704,0.4444444444444444,0.7666666666666667,0,1,0,0,0,0,0,0,0,1,0.1459519511179003
705,0.6666666666666666,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.2473267601721983
706,0.3333333333333333,0.0,0,0,1,0,0,1,0,0,0,0,0.027912789890293
707,0.6666666666666666,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0.3709207054575753
708,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.3042632967643383
709,0.6666666666666666,0.95,0,0,0,1,0,0,0,1,0,0,0.2008609915289543
710,0.4444444444444444,0.2666666666666666,0,0,0,1,0,1,0,0,0,0,0.1041522010831828
711,0.2222222222222222,0.8833333333333333,0,0,0,0,0,1,0,0,0,0,0.0237467018469656
712,0.3333333333333333,0.0,1,0,0,0,0,1,0,0,0,0,0.0942591306762949
713,0.7777777777777778,0.65,0,0,0,1,0,0,0,1,0,0,0.2139980558255798
714,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0.1306762949590334
715,0.5555555555555556,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0.1327593389806971
716,0.5555555555555556,0.4,0,0,0,0,0,0,0,0,0,0,0.1806693514789612
717,0.6666666666666666,0.8,0,1,0,0,0,1,0,0,0,0,0.1730315233995278
718,0.4444444444444444,0.8333333333333334,0,0,0,0,0,0,1,0,0,0,0.1695597833634217
719,0.6666666666666666,0.7333333333333333,0,0,0,1,0,0,0,0,0,0,0.4250798500208304
720,0.4444444444444444,0.3166666666666666,0,0,0,0,0,0,0,0,0,1,0.1299819469518122
721,0.7777777777777778,0.5833333333333334,0,0,0,1,0,0,0,0,0,0,0.3334259130676295
722,0.5555555555555556,0.9,0,0,0,1,0,1,0,0,0,0,0.1501180391612276
723,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0.1244271628940425
724,0.3333333333333333,0.3666666666666666,0,0,0,1,0,1,0,0,0,0,0.1390084710456881
725,0.8888888888888888,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.3959172337175392
726,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0.1188723788362727
727,0.5555555555555556,0.95,0,0,0,0,0,0,0,1,0,0,0.2598250243021802
728,0.6666666666666666,0.95,0,0,0,1,0,1,0,0,0,0,0.2216358839050131
729,0.4444444444444444,0.1333333333333333,0,0,0,0,0,1,0,0,0,0,0.1042910706846271
730,0.3333333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0.09457019858353
731,0.7777777777777778,0.7666666666666667,0,0,0,1,0,0,0,0,0,0,0.2799611165115956
732,0.6666666666666666,0.8833333333333333,0,0,0,1,0,0,0,1,0,0,0.2119150118039161
733,0.6666666666666666,0.8166666666666667,0,0,0,1,0,0,0,0,0,0,0.2605193723094015
734,0.4444444444444444,0.55,0,0,0,0,0,0,0,0,0,0,0.1340091653936953
735,0.4444444444444444,0.3,0,0,0,1,0,1,0,0,0,0,0.1015136786557422
736,0.6666666666666666,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0.1778919594500763
737,0.2222222222222222,0.0,0,0,0,0,0,1,0,0,0,0,0.0813775864463269
738,0.7777777777777778,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.2846826829606999
739,0.4444444444444444,0.6333333333333333,0,0,0,0,0,1,0,0,0,0,0.2001110956811554
740,0.6666666666666666,0.9,0,0,0,1,0,1,0,0,0,0,0.2153867518400222
741,0.4444444444444444,0.8666666666666667,0,1,0,0,0,1,0,0,0,0,0.1348423830023608
742,0.5555555555555556,0.7666666666666667,0,0,0,0,0,1,0,0,0,0,0.1487293431467851
743,0.6666666666666666,0.85,0,0,0,1,0,1,0,0,0,0,0.2001110956811554
744,0.4444444444444444,0.8166666666666667,0,0,0,0,0,0,0,0,0,0,0.1945563116233856
745,0.7777777777777778,0.7166666666666667,0,0,0,1,0,0,0,0,0,0,0.2014997916955978
746,0.7777777777777778,0.7666666666666667,0,0,0,0,0,0,0,0,0,0,0.3678655742258019
747,0.6666666666666666,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.2792667685043744
748,0.6666666666666666,0.8833333333333333,1,0,0,0,0,0,0,1,0,0,0.3208984863213442
749,0.6666666666666666,0.7666666666666667,0,0,0,1,0,0,0,0,0,0,0.3131509512567699
750,0.3333333333333333,0.0,0,0,1,0,0,1,0,0,0,0,0.0876267185113178
751,0.3333333333333333,0.9,0,1,0,0,0,1,0,0,0,0,0.0855436744896542
752,0.6666666666666666,0.8833333333333333,0,0,0,1,0,1,0,0,0,0,0.1765032634356339
753,0.5555555555555556,0.7833333333333333,0,0,0,1,0,1,0,0,0,0,0.252881544229968
754,0.7777777777777778,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.3341202610748507
755,0.5555555555555556,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0.1681710873489793
756,0.5555555555555556,0.8166666666666667,0,0,0,1,0,1,0,0,0,0,0.1910845715872795
757,0.7777777777777778,0.95,0,0,0,1,0,1,0,0,0,0,0.2459380641577558
758,0.5555555555555556,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0.1721983057908623
759,0.6666666666666666,0.8166666666666667,0,0,0,1,0,1,0,0,0,0,0.2006665740869323
760,0.7777777777777778,0.75,0,0,0,1,0,0,0,0,0,0,0.3542563532842661
761,0.5555555555555556,0.15,0,0,0,0,0,1,0,0,0,0,0.1285932509373698
762,0.4444444444444444,0.0,0,0,0,1,0,1,0,0,0,0,0.0904041105402027
763,0.6666666666666666,0.9833333333333332,0,0,0,1,0,1,0,0,0,0,0.2503818914039716
764,0.7777777777777778,0.8166666666666667,0,0,0,1,0,0,0,1,0,0,0.4195250659630606
765,0.7777777777777778,0.7666666666666667,0,0,0,1,0,0,0,1,0,0,0.3264824329954173
766,0.8888888888888888,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.318333564782669
767,0.6666666666666666,0.6333333333333333,0,0,0,0,0,0,0,0,0,0,0.224413275933898
768,0.5555555555555556,0.5833333333333334,0,0,0,0,0,1,0,0,0,0,0.173725871406749
769,0.6666666666666666,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.2526551867796139
770,0.7777777777777778,0.8833333333333333,0,0,0,1,0,0,0,1,0,0,0.6986529648659908
771,0.4444444444444444,0.5333333333333333,0,0,0,0,0,1,0,0,0,0,0.1388696014442438
772,0.3333333333333333,0.0166666666666666,0,0,0,0,0,1,0,0,0,0,0.0931815025690876
773,0.5555555555555556,0.4333333333333333,0,0,0,0,0,0,0,0,0,0,0.1001249826412998
774,0.4444444444444444,0.1333333333333333,0,0,0,0,0,1,0,0,0,0,0.1105402027496181
775,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.5000694348007221
776,0.5555555555555556,0.8,0,0,0,1,0,1,0,0,0,0,0.1765032634356339
777,0.6666666666666666,0.9333333333333332,0,0,0,1,0,1,0,0,0,0,0.259130676294959
778,0.4444444444444444,0.4,0,0,0,0,0,0,1,0,0,0,0.1494236911540064
779,0.4444444444444444,0.45,0,0,1,0,0,0,0,0,0,0,0.15150673517567
780,0.5555555555555556,0.45,0,0,0,0,0,1,0,0,0,0,0.1390084710456881
781,0.6666666666666666,0.7666666666666667,0,0,0,1,0,0,0,0,0,0,0.195945007637828
782,0.5555555555555556,0.7,0,0,0,1,0,1,0,0,0,0,0.1958061380363838
783,0.6666666666666666,0.8666666666666667,0,0,0,1,0,1,0,0,0,0,0.2113595333981391
784,0.4444444444444444,0.4666666666666667,0,0,0,1,0,0,0,0,0,0,0.1813636994861824
785,0.5555555555555556,0.85,0,0,0,0,0,0,0,1,0,0,0.129287598944591
786,0.5555555555555556,0.2833333333333333,0,0,0,0,0,0,0,1,0,0,0.1758089154284127
787,0.4444444444444444,0.0,0,0,0,1,0,1,0,0,0,0,0.1445632551034578
788,0.6666666666666666,0.9,0,0,0,1,0,1,0,0,0,0,0.2751006804610471
789,0.3333333333333333,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0.101374809054298
790,0.5555555555555556,0.95,0,0,0,0,0,1,0,0,0,0,0.2119150118039161
791,0.6666666666666666,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.1740036106096375
792,0.5555555555555556,0.4333333333333333,0,0,0,1,0,0,0,0,0,0,0.1553950840161088
793,0.6666666666666666,0.7833333333333333,0,0,0,1,0,0,0,0,0,0,0.3261908068323844
794,0.7777777777777778,0.95,0,0,0,1,0,1,0,0,0,0,0.2639911123455076
795,0.6666666666666666,0.7666666666666667,0,0,0,1,0,0,0,0,0,0,0.2216358839050131
796,0.5555555555555556,0.5166666666666667,0,0,0,0,0,0,0,0,0,0,0.1890015275656159
797,0.5555555555555556,0.45,0,0,0,0,0,0,0,0,0,0,0.1508123871684488
798,0.4444444444444444,0.05,0,0,0,0,0,1,0,0,0,0,0.1042910706846271
799,0.8888888888888888,0.9833333333333332,0,0,0,1,0,0,0,1,0,0,0.6250520761005416
800,0.4444444444444444,0.0,0,1,0,0,0,0,0,0,0,0,0.1945563116233856
801,0.5555555555555556,0.7833333333333333,0,0,0,1,0,1,0,0,0,0,0.2292737119844466
802,0.3333333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0.1041522010831828
803,0.6666666666666666,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.2139980558255798
804,0.8888888888888888,0.9833333333333332,0,0,0,1,0,0,0,1,0,0,0.7610512428829329
805,0.4444444444444444,0.0666666666666666,0,0,0,0,0,1,0,0,0,0,0.1154006388001666
806,0.6666666666666666,0.9666666666666668,0,0,0,1,0,1,0,0,0,0,0.2677128176642133
807,0.4444444444444444,0.2833333333333333,0,0,0,1,0,1,0,0,0,0,0.1397028190529093
808,0.4444444444444444,0.9,0,0,0,0,0,0,0,0,0,0,0.2619080683238439
809,0.4444444444444444,0.2666666666666666,0,0,0,0,0,0,0,1,0,0,0.1736564366060269
810,0.4444444444444444,0.25,0,0,0,1,0,1,0,0,0,0,0.0987362866268573
811,0.5555555555555556,0.8166666666666667,0,0,0,0,0,0,1,0,0,0,0.2028884877100402
812,0.5555555555555556,0.9,0,0,0,1,0,0,0,1,0,0,0.1522010831828912
813,0.4444444444444444,0.0333333333333333,0,0,0,0,0,1,0,0,0,0,0.0292917650326343
814,0.5555555555555556,0.1333333333333333,0,0,0,0,0,1,0,0,0,0,0.1708096097764199
815,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.1126232467712817
816,0.6666666666666666,0.8,0,0,0,1,0,1,0,0,0,0,0.2638522427440633
817,0.4444444444444444,0.0666666666666666,0,0,0,0,0,0,0,1,0,0,0.1417858630745729
818,0.7777777777777778,0.8666666666666667,0,0,0,1,0,0,0,1,0,0,0.3278711290098597
819,0.5555555555555556,0.35,0,0,0,0,0,1,0,0,0,0,0.1667823913345368
820,0.6666666666666666,1.0,0,0,0,1,0,0,0,1,0,0,0.2626024163310651
821,0.6666666666666666,0.8833333333333333,0,0,0,1,0,1,0,0,0,0,0.2056658797389251
822,0.3333333333333333,0.05,0,0,0,0,0,1,0,0,0,0,0.0806832384391056
823,0.6666666666666666,0.8833333333333333,0,0,0,1,0,0,0,1,0,0,0.2639911123455076
824,0.5555555555555556,0.0,0,1,0,0,0,0,0,1,0,0,0.145257603110679
825,0.7777777777777778,0.9333333333333332,0,0,0,1,0,0,0,1,0,0,0.2745452020552701
826,1.0,0.9666666666666668,0,0,0,1,0,0,0,1,0,0,0.4861824746562977
827,0.4444444444444444,0.0,0,1,0,0,0,1,0,0,0,0,0.1035967226774059
828,0.6666666666666666,0.85,0,0,0,1,0,0,0,0,0,0,0.2139980558255798
829,0.4444444444444444,0.2833333333333333,0,0,0,1,0,1,0,0,0,0,0.20844327176781
830,0.6666666666666666,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.1562283016247743
831,0.5555555555555556,0.1166666666666666,0,0,0,0,0,0,0,1,0,0,0.1820580474934037
832,0.6666666666666666,0.9166666666666666,0,0,0,1,0,1,0,0,0,0,0.1612276072767671
833,0.6666666666666666,0.8833333333333333,0,0,0,1,0,0,0,0,0,0,0.2806554645188168
834,0.5555555555555556,0.2333333333333333,0,0,0,0,0,1,0,0,0,0,0.1834467435078461
835,0.4444444444444444,0.1833333333333333,0,0,0,0,0,1,0,0,0,0,0.1458825163171781
836,0.3333333333333333,0.75,0,0,0,0,0,1,0,0,0,0,0.129287598944591
837,0.4444444444444444,0.3833333333333333,0,1,0,0,0,1,0,0,0,0,0.1646993473128732
838,0.5555555555555556,0.3833333333333333,0,0,0,0,0,1,0,0,0,0,0.0904041105402027
839,0.4444444444444444,0.9333333333333332,0,0,0,1,0,1,0,0,0,0,0.15150673517567
840,0.4444444444444444,0.75,0,0,0,0,0,1,0,0,0,0,0.1327593389806971
841,0.5555555555555556,0.0,0,1,0,0,0,1,0,0,0,0,0.1459519511179003
842,0.4444444444444444,0.8666666666666667,0,0,0,1,0,0,0,0,0,1,0.1702541313706429
843,0.5555555555555556,0.2666666666666666,0,0,0,0,0,1,0,0,0,0,0.1944174420219414
844,0.4444444444444444,0.1833333333333333,0,0,0,0,0,1,0,0,0,0,0.1473406471323427
845,0.4444444444444444,0.0,0,1,0,0,0,0,0,1,0,0,0.1652548257186502
846,0.4444444444444444,0.5166666666666667,0,0,0,0,0,0,0,0,0,0,0.1890015275656159
847,0.6666666666666666,0.7166666666666667,0,0,0,1,0,0,0,0,0,0,0.2473267601721983
848,0.4444444444444444,0.3666666666666666,0,0,0,0,0,0,1,0,0,0,0.1369254270240244
849,0.5555555555555556,0.7833333333333333,0,1,0,0,0,0,0,1,0,0,0.2848215525621441
850,0.5555555555555556,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0.2112206637966949
851,0.5555555555555556,0.8833333333333333,0,0,0,1,0,1,0,0,0,0,0.1341480349951395
852,0.7777777777777778,0.8833333333333333,0,0,0,1,0,0,0,0,0,0,0.2501041522010832
853,0.6666666666666666,0.0,0,0,0,0,0,0,0,1,0,0,0.1792806554645188
854,0.5555555555555556,0.2333333333333333,0,0,0,0,0,0,1,0,0,0,0.1709484793778642
855,0.4444444444444444,0.4,0,0,0,0,0,0,0,1,0,0,0.1876128315511734
856,0.4444444444444444,1.0,0,0,0,0,0,1,0,0,0,0,0.1278989029301485
857,0.5555555555555556,0.4666666666666667,0,0,0,0,0,1,0,0,0,0,0.1556728232189973
858,0.5555555555555556,0.75,0,0,0,1,0,0,0,0,0,0,0.1931676156089432
859,0.6666666666666666,0.4333333333333333,0,0,0,0,0,0,0,0,0,0,0.1626163032912095
860,0.5555555555555556,0.5666666666666667,0,0,0,0,0,0,0,1,0,0,0.2987085127065685
861,0.6666666666666666,0.8,0,1,0,0,0,0,0,1,0,0,0.2153173170393001
862,0.4444444444444444,0.25,0,0,0,1,0,1,0,0,0,0,0.1341480349951395
863,0.5555555555555556,0.5833333333333334,0,0,0,1,0,1,0,0,0,0,0.1626163032912095
864,0.4444444444444444,0.15,0,0,0,0,0,1,0,0,0,0,0.135536731009582
865,0.6666666666666666,0.9666666666666668,0,0,0,1,0,1,0,0,0,0,0.2995139563949451
866,0.4444444444444444,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0.157755867240661
867,0.7777777777777778,0.95,0,0,0,1,0,0,0,1,0,0,0.2971809470906818
868,0.3333333333333333,0.1833333333333333,0,0,0,0,0,1,0,0,0,0,0.1306762949590334
869,0.4444444444444444,0.0,0,0,1,0,0,0,0,0,0,0,0.186224135536731
870,0.6666666666666666,0.7333333333333333,0,0,0,1,0,0,0,0,0,0,0.2792667685043744
871,0.4444444444444444,0.2,0,0,0,0,0,1,0,0,0,0,0.1035967226774059
872,0.5555555555555556,0.8,0,0,0,1,0,1,0,0,0,0,0.2299680599916678
873,0.4444444444444444,0.7666666666666667,1,0,0,0,0,1,0,0,0,0,0.1126232467712817
874,0.4444444444444444,0.0,0,0,0,0,0,0,0,1,0,0,0.1362310790168032
875,0.4444444444444444,0.0,0,0,0,0,0,1,0,0,0,0,0.043882794056381
876,0.7777777777777778,0.95,0,0,0,1,0,0,0,1,0,0,0.3729718094709068
877,0.3333333333333333,0.2166666666666666,0,0,0,1,0,1,0,0,0,0,0.1351895570059714
878,0.8888888888888888,0.9166666666666666,0,0,0,1,0,0,0,1,0,0,0.4375781141508124
879,0.4444444444444444,0.75,0,0,0,0,0,1,0,0,0,0,0.1570615192334398
880,0.4444444444444444,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0.1410915150673517
881,0.4444444444444444,0.9333333333333332,0,0,0,1,0,1,0,0,0,0,0.1695597833634217
882,0.6666666666666666,0.6833333333333333,0,0,0,0,0,0,0,0,0,0,0.2119150118039161
883,0.5555555555555556,0.7166666666666667,0,0,0,1,0,0,0,0,0,0,0.1987223996667129
884,0.3333333333333333,0.0,0,0,0,1,0,1,0,0,0,0,0.1160949868073878
885,0.4444444444444444,0.2833333333333333,0,0,0,0,0,1,0,0,0,0,0.0904041105402027
886,0.8888888888888888,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0.4082766282460769
887,0.4444444444444444,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0.1528954311901124
888,0.4444444444444444,0.0833333333333333,0,0,0,1,0,1,0,0,0,0,0.1397028190529093
889,0.7777777777777778,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0.3237050409665324
890,0.5555555555555556,0.05,0,0,0,0,0,0,0,0,0,0,0.1591445632551034
891,0.4444444444444444,0.9333333333333332,0,0,0,0,0,0,0,0,0,1,0.1222052492709346
892,0.5555555555555556,0.4666666666666667,0,0,0,0,0,0,0,0,0,0,0.1910845715872795
893,0.5555555555555556,0.8833333333333333,0,0,0,0,0,1,0,0,0,0,0.1660880433273156
