sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,1:10,1:11,1:12,1:13,1:14,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,8:2,8:3,8:4,8:5,9:0,9:1,9:2,target
663,0.339041095890411,0.0573044474047068,0.5555555555555556,0.25,0.6956521739130435,0.3,0.135,0.0786037785307224,0.0315802680247579,0.5958904109589042,0.227823240589198,0.2427719137218907,0.1680350923745397,0.0102176932656384,0.1993217784476262,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6181818181818182,0.5,0.4062059238363892,0.1099702690174389,0.0853021462021988,0.4347826086956521,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1042910706846271
665,0.0958904109589041,0.0915936338778658,0.7777777777777778,0.5,0.9637681159420288,0.9333333333333332,0.0648032885674931,0.304925584691708,0.0315802680247579,0.1523972602739726,0.3399345335515548,0.4045433685176686,0.1680350923745397,0.0102176932656384,0.3321401657874905,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.5,0.125,0.3333333333333333,0.5,0.3333333333333333,0.9545454545454546,0.75,0.7997179125528914,0.2240373395565927,0.4881170018281535,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.5389529232051105
666,0.2910958904109589,0.0462455303933253,0.7777777777777778,0.5,0.927536231884058,0.8333333333333334,0.025,0.0786037785307224,0.0315802680247579,0.6018835616438356,0.230114566284779,0.2569986232216613,0.2334140435835351,0.0102176932656384,0.30180859080633,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.9090909090909092,0.5,0.3554301833568406,0.2193698949824971,0.226691042047532,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.9090909090909092,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2716289404249409
668,0.1506849315068493,0.0319007221482156,0.5555555555555556,0.5,0.8840579710144928,0.8,0.16125,0.2016300496102055,0.0315802680247579,0.1155821917808219,0.2304418985270049,0.3086278109224415,0.1680350923745397,0.0102176932656384,0.2533911077618688,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.8545454545454545,0.5,0.4055007052186177,0.2613768961493582,0.0767824497257769,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2202471878905707
670,0.2020547945205479,0.0481432143775269,0.3333333333333333,0.5,0.3623188405797101,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2996575342465753,0.1145662847790507,0.1941257457549334,0.1680350923745397,0.0102176932656384,0.1593820648078372,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.3333333333333333,0.2,0.25,0.1777150916784203,0.1099702690174389,0.0853021462021988,0.1213768115942029,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1424802110817942
671,0.1472602739726027,0.0342751641777092,0.5555555555555556,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0341956059532246,0.0315802680247579,0.2333047945205479,0.120785597381342,0.0927030748049564,0.3573849878934624,0.0102176932656384,0.2151469480030143,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9545454545454546,0.5,0.3808180535966149,0.116686114352392,0.0639853747714808,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1924732676017219
673,0.1679793094795433,0.0465072799083876,0.5555555555555556,0.625,0.7608695652173914,0.45,0.0648032885674931,0.135896527285613,0.0315802680247579,0.1887842465753424,0.197708674304419,0.200550711335475,0.1680350923745397,0.0102176932656384,0.1646571213262999,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7,0.5,0.385049365303244,0.2310385064177363,0.0767824497257769,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1806693514789612
675,0.2020547945205479,0.0369253780177148,0.5555555555555556,0.625,0.6739130434782609,0.25,0.0648032885674931,0.1580439404677533,0.0315802680247579,0.1044520547945205,0.185924713584288,0.1840293712712253,0.1680350923745397,0.0102176932656384,0.1510926902788244,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.3333333333333333,0.5909090909090909,0.25,0.2708039492242595,0.4970828471411902,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1459519511179003
676,0.0102739726027397,0.0046226833999392,0.5555555555555556,0.625,0.7681159420289855,0.4666666666666667,0.0648032885674931,0.0551027639971651,0.0315802680247579,0.2328767123287671,0.1399345335515548,0.1195502524093621,0.2837772397094431,0.0102176932656384,0.2085531273549359,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.7090909090909091,0.5,0.310296191819464,0.0326721120186697,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.157755867240661
678,0.1061643835616438,0.0360933884876954,0.4444444444444444,0.875,0.3768115942028985,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3287671232876712,0.1256955810147299,0.1050940798531436,0.1680350923745397,0.0102176932656384,0.0862848530519969,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.204337899543379,0.2181818181818181,0.25,0.1692524682651622,0.3687281213535589,0.0853021462021988,0.217391304347826,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1035967226774059
679,0.2020547945205479,0.0492836944074411,0.7777777777777778,0.5,0.9855072463768116,0.9666666666666668,0.29,0.0786037785307224,0.0315802680247579,0.8758561643835616,0.334860883797054,0.3928407526388252,0.1680350923745397,0.0102176932656384,0.3225320271288621,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.9818181818181818,0.75,0.5881523272214386,0.3757292882147025,0.149908592321755,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.4688237744757672
680,0.1679793094795433,0.0404075813877398,0.4444444444444444,0.5,0.644927536231884,0.1833333333333333,0.035625,0.1465272856130404,0.0315802680247579,0.0689212328767123,0.1617021276595744,0.1500688389169343,0.1680350923745397,0.0102176932656384,0.1232102486812358,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.5727272727272728,0.5,0.4033850493653032,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1299819469518122
681,0.0993150684931506,0.0313725490196078,0.5555555555555556,0.5,0.782608695652174,0.5,0.0648032885674931,0.0962083628632175,0.0807327001356852,0.1117294520547945,0.151063829787234,0.1351537402478201,0.1680350923745397,0.0102176932656384,0.110964581763376,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.3333333333333333,0.25,0.3333333333333333,0.7272727272727273,0.25,0.1861777150916784,0.0933488914819136,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1501180391612276
682,0.1164383561643835,0.0149571151464161,0.4444444444444444,0.5,0.4347826086956521,0.8333333333333334,0.0648032885674931,0.0322466335931963,0.0315802680247579,0.2615582191780822,0.1297872340425531,0.1179440110142267,0.3254237288135593,0.0102176932656384,0.2234363225320271,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.6181818181818182,0.25,0.198166431593794,0.1099702690174389,0.0853021462021988,0.1014492753623188,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1729398694625746
683,0.1679793094795433,0.0074177942929257,0.5555555555555556,0.5,0.8985507246376812,0.7833333333333333,0.0648032885674931,0.1777108433734939,0.0315802680247579,0.1232876712328767,0.2112929623567921,0.2195961450206516,0.1680350923745397,0.0102176932656384,0.1802938960060286,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8727272727272727,0.5,0.3039492242595205,0.3582263710618436,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.9090909090909092,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1917789195945007
684,0.2363013698630137,0.0464979317114211,0.8888888888888888,0.5,0.9420289855072465,0.8666666666666667,0.134375,0.1876328844790928,0.0315802680247579,0.242722602739726,0.2661211129296236,0.3061037173015145,0.1680350923745397,0.0102176932656384,0.2513187641296157,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.9272727272727272,0.75,0.4950634696755994,0.2998833138856476,0.0822669104204753,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3473128732120539
685,0.1267123287671233,0.0723083035359555,0.6666666666666666,0.5,0.9130434782608696,0.8,0.01875,0.0786037785307224,0.0315802680247579,0.5115582191780822,0.1955810147299509,0.1975676916016521,0.311864406779661,0.0102176932656384,0.28353428786737,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.5,0.3333333333333333,0.4166666666666667,0.204337899543379,0.8909090909090909,0.5,0.3427362482369535,0.1099702690174389,0.1480804387568556,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2584363282877378
686,0.1679793094795433,0.0175839584940054,0.6666666666666666,0.5,0.8115942028985508,0.5666666666666667,0.0648032885674931,0.1467044649184975,0.1234735413839891,0.0770547945205479,0.1947626841243862,0.1964203763194126,0.4358353510895884,0.0102176932656384,0.3308214016578749,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7636363636363637,0.5,0.4069111424541607,0.2555425904317386,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.7272727272727273,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2396889320927649
687,0.2157534246575342,0.0416321951903526,0.6666666666666666,0.625,0.9782608695652174,0.95,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3741438356164384,0.1430441898527004,0.1239100504818724,0.4295399515738499,0.0102176932656384,0.2688394875659382,0.1417808219178082,0.0287671232876712,1.0,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9727272727272728,0.5,0.4076163610719323,0.1680280046674445,0.1919561243144424,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.2679836133870296
688,0.1679793094795433,0.0177849447287854,0.6666666666666666,0.5,0.9565217391304348,0.9,0.0648032885674931,0.0423458540042523,0.0315802680247579,0.1335616438356164,0.0901800327332242,0.0497934832491968,0.2668280871670702,0.0102176932656384,0.1446872645064054,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.9454545454545454,0.5,0.3385049365303244,0.1099702690174389,0.109689213893967,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.1818181818181818,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1581724760449937
689,0.1335616438356164,0.0317324546028184,0.7777777777777778,0.625,0.9782608695652174,0.95,0.0648032885674931,0.1674344436569808,0.0315802680247579,0.2029109589041096,0.2322422258592471,0.2489674162459844,0.1680350923745397,0.0102176932656384,0.2044084400904295,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.9727272727272728,0.5,0.3998589562764457,0.1633605600933489,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.4959033467573948
690,0.136986301369863,0.0293393161793919,0.5555555555555556,0.5,0.9637681159420288,0.9333333333333332,0.16,0.0035435861091424,0.0315802680247579,0.574486301369863,0.2229132569558101,0.2358880220284534,0.1680350923745397,0.0102176932656384,0.1936699321778447,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9545454545454546,0.5,0.3244005641748942,0.2240373395565927,0.0511882998171846,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2219136231079017
691,0.1679793094795433,0.0146112318586552,0.5555555555555556,0.5,0.9565217391304348,0.9,0.091875,0.1234939759036144,0.0315802680247579,0.0646404109589041,0.1387888707037643,0.1179440110142267,0.1680350923745397,0.0102176932656384,0.0968349660889223,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.125,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.9454545454545454,0.5,0.2961918194640338,0.1738623103850641,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1473406471323427
692,0.2842465753424658,0.0945803828086657,1.0,0.625,0.8840579710144928,0.75,0.73125,0.2577958894401134,0.0315802680247579,0.4233732876712329,0.4,0.484167049105094,0.906537530266344,0.0102176932656384,0.7501883948756594,0.1417808219178082,0.5,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8545454545454545,0.75,0.5867418899858956,0.4457409568261377,0.0914076782449725,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0
694,0.1335616438356164,0.0191638037813456,0.4444444444444444,0.625,0.3550724637681159,0.3,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4593321917808219,0.1756137479541734,0.1695731987150069,0.1680350923745397,0.0102176932656384,0.1392238131122833,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.6181818181818182,0.25,0.229901269393512,0.1099702690174389,0.0853021462021988,0.2028985507246377,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1021802527426746
695,0.1027397260273972,0.0225291546892893,0.4444444444444444,0.625,0.463768115942029,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3968321917808219,0.1517184942716857,0.1681964203763194,0.2285714285714285,0.0102176932656384,0.2270158251695554,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.25,0.204337899543379,0.8636363636363636,0.5,0.4062059238363892,0.1306884480746791,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,0.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1480349951395639
697,0.0993150684931506,0.0219682628712987,0.4444444444444444,0.75,0.3550724637681159,0.0,0.0648032885674931,0.1091424521615875,0.0315802680247579,0.2428255183899418,0.1008183306055646,0.0647085819183111,0.1680350923745397,0.0102176932656384,0.0531273549359457,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.1909090909090909,0.25,0.1445698166431593,0.1099702690174389,0.0853021462021988,0.233695652173913,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0751284543813359
