sample,3,6,18,12:1,12:2,12:3,12:4,12:5,11:1,11:2,11:3,11:4,11:5,20:1,20:2,20:3,20:4
509,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,1
510,0.4444444444444444,0.15,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
511,0.4444444444444444,0.8333333333333334,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
512,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
513,0.4444444444444444,0.1333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,0.5555555555555556,0.55,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
515,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1,0,0
516,1.0,0.9833333333333332,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
517,0.5555555555555556,0.3666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0.6666666666666666,0.7833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
519,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
520,0.6666666666666666,0.9,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,1
521,0.3333333333333333,0.8333333333333334,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0
522,0.5555555555555556,0.1166666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
523,0.5555555555555556,0.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
524,1.0,0.9666666666666668,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
525,0.6666666666666666,0.7833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
526,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
527,0.4444444444444444,0.8333333333333334,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
528,0.8888888888888888,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
529,0.3333333333333333,0.8666666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
530,0.5555555555555556,0.4166666666666667,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531,0.5555555555555556,0.65,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,1
532,0.5555555555555556,0.8166666666666667,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,1
533,0.4444444444444444,0.95,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,1
534,0.0,0.0,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0
535,0.7777777777777778,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
536,0.4444444444444444,0.6833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
537,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
538,0.3333333333333333,0.3666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
539,0.4444444444444444,0.3,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
540,0.7777777777777778,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
541,0.8888888888888888,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
542,0.7777777777777778,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
543,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
544,0.6666666666666666,0.8,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
545,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
546,0.6666666666666666,0.6333333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
547,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,1
548,0.4444444444444444,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
549,0.4444444444444444,0.75,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
551,0.5555555555555556,0.45,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
552,0.4444444444444444,0.1166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
553,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
554,0.3333333333333333,0.8833333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
555,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
556,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0
557,0.4444444444444444,0.1166666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
559,0.6666666666666666,0.7833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
560,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
561,0.4444444444444444,0.7666666666666667,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
562,0.4444444444444444,0.4166666666666667,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0
563,0.4444444444444444,0.3166666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
564,0.5555555555555556,0.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,1
565,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
566,0.5555555555555556,0.0,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
567,0.8888888888888888,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
568,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
569,0.7777777777777778,0.9833333333333332,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
570,0.4444444444444444,0.4833333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,0.4444444444444444,0.25,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572,0.5555555555555556,0.15,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
573,0.6666666666666666,0.9833333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
574,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
575,0.4444444444444444,0.9166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
577,0.6666666666666666,0.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,1,0
578,0.4444444444444444,0.2666666666666666,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1
579,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
580,0.4444444444444444,0.0666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,1
581,0.5555555555555556,0.6166666666666667,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
582,0.7777777777777778,0.9833333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
583,0.5555555555555556,0.6666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584,1.0,0.8333333333333334,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
585,0.3333333333333333,0.75,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
586,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
587,0.5555555555555556,0.8333333333333334,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
588,0.4444444444444444,0.5333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
589,0.4444444444444444,0.8833333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
590,0.4444444444444444,0.1666666666666666,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
591,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
592,1.0,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
593,0.4444444444444444,0.8833333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
594,0.5555555555555556,0.8833333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
595,0.4444444444444444,0.4166666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
596,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
597,0.5555555555555556,0.7166666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
598,0.6666666666666666,0.95,0.521689497716895,0,0,0,1,0,0,0,1,0,0,0,0,0,1
599,0.4444444444444444,0.45,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,0.5555555555555556,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0.7777777777777778,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
602,0.5555555555555556,0.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0
603,0.7777777777777778,0.7,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
604,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
605,0.6666666666666666,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
606,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0
607,0.4444444444444444,0.7666666666666667,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0
608,0.4444444444444444,0.8666666666666667,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
609,0.7777777777777778,0.8,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,0
610,0.3333333333333333,0.1833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
611,0.8888888888888888,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1
612,0.5555555555555556,0.4666666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,0.7777777777777778,0.85,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
614,0.4444444444444444,0.95,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
615,0.3333333333333333,0.3666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
616,0.5555555555555556,0.2166666666666666,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
617,0.5555555555555556,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
618,0.5555555555555556,0.0666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
619,0.8888888888888888,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
620,0.7777777777777778,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
621,0.2222222222222222,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
622,0.5555555555555556,0.7833333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,0.4444444444444444,0.45,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
624,0.5555555555555556,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
625,0.5555555555555556,0.3666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0
626,0.5555555555555556,0.2,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
627,0.4444444444444444,0.4666666666666667,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,0.5555555555555556,0.3666666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
629,0.4444444444444444,0.3166666666666666,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,0.5555555555555556,0.2333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
631,0.4444444444444444,0.6833333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
632,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
633,0.6666666666666666,0.45,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,0.4444444444444444,0.9166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
635,0.5555555555555556,0.5,0.521689497716895,0,0,0,0,0,1,0,0,0,0,0,0,1,0
636,0.5555555555555556,0.75,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
637,0.1111111111111111,0.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0
638,0.4444444444444444,0.0666666666666666,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
639,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
640,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
641,0.7777777777777778,0.9,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
642,0.6666666666666666,0.85,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
643,0.7777777777777778,0.75,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644,0.4444444444444444,0.3166666666666666,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
645,0.8888888888888888,0.9833333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
646,0.5555555555555556,0.35,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
647,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
648,0.5555555555555556,0.05,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
649,0.5555555555555556,0.2666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
651,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
652,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653,0.6666666666666666,0.7666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
654,0.5555555555555556,0.75,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
655,0.7777777777777778,0.75,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
656,0.5555555555555556,0.35,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
657,0.4444444444444444,0.9333333333333332,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
658,0.6666666666666666,0.8333333333333334,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0
659,0.5555555555555556,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
660,0.4444444444444444,0.8166666666666667,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
661,0.6666666666666666,0.4333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0.7777777777777778,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
663,0.5555555555555556,0.3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664,0.3333333333333333,0.3666666666666666,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,0.7777777777777778,0.9333333333333332,0.3333333333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,1
666,0.7777777777777778,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
667,0.5555555555555556,0.4833333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0
668,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,1
669,0.4444444444444444,0.6166666666666667,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670,0.3333333333333333,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,1
671,0.5555555555555556,0.9166666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
672,0.5555555555555556,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0
673,0.5555555555555556,0.45,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,0.5555555555555556,0.9,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
675,0.5555555555555556,0.25,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,0.5555555555555556,0.4666666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,0.3333333333333333,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,1,0,0
678,0.4444444444444444,0.9333333333333332,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
679,0.7777777777777778,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
680,0.4444444444444444,0.1833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
681,0.5555555555555556,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,0.4444444444444444,0.8333333333333334,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
683,0.5555555555555556,0.7833333333333333,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
684,0.8888888888888888,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
685,0.6666666666666666,0.8,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
686,0.6666666666666666,0.5666666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
687,0.6666666666666666,0.95,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
688,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
689,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
690,0.5555555555555556,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
691,0.5555555555555556,0.9,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1
692,1.0,0.75,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
693,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
694,0.4444444444444444,0.3,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
695,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
696,0.5555555555555556,0.6166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
697,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
698,0.4444444444444444,0.0333333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,1,0,0
699,0.4444444444444444,0.9833333333333332,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1
700,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
701,0.7777777777777778,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
702,0.6666666666666666,0.3166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
703,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
704,0.4444444444444444,0.7666666666666667,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0
705,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
706,0.3333333333333333,0.0,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,1,0,0
707,0.6666666666666666,0.8666666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
709,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
710,0.4444444444444444,0.2666666666666666,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
711,0.2222222222222222,0.8833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
712,0.3333333333333333,0.0,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,1,0
713,0.7777777777777778,0.65,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,1,0
714,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
715,0.5555555555555556,0.9166666666666666,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
716,0.5555555555555556,0.4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0.6666666666666666,0.8,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
718,0.4444444444444444,0.8333333333333334,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0
719,0.6666666666666666,0.7333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
720,0.4444444444444444,0.3166666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721,0.7777777777777778,0.5833333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0
722,0.5555555555555556,0.9,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
723,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
724,0.3333333333333333,0.3666666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
725,0.8888888888888888,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
726,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
727,0.5555555555555556,0.95,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
728,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
729,0.4444444444444444,0.1333333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
730,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
731,0.7777777777777778,0.7666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
732,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
733,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
734,0.4444444444444444,0.55,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735,0.4444444444444444,0.3,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
736,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0
737,0.2222222222222222,0.0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,1,0
738,0.7777777777777778,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
739,0.4444444444444444,0.6333333333333333,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
740,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
741,0.4444444444444444,0.8666666666666667,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,1
742,0.5555555555555556,0.7666666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
743,0.6666666666666666,0.85,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
744,0.4444444444444444,0.8166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,0.7777777777777778,0.7166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
746,0.7777777777777778,0.7666666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
747,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
748,0.6666666666666666,0.8833333333333333,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0
749,0.6666666666666666,0.7666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
750,0.3333333333333333,0.0,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,0
751,0.3333333333333333,0.9,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
752,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
753,0.5555555555555556,0.7833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
754,0.7777777777777778,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,1,0
755,0.5555555555555556,0.9166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
756,0.5555555555555556,0.8166666666666667,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
757,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
758,0.5555555555555556,0.4666666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
760,0.7777777777777778,0.75,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
761,0.5555555555555556,0.15,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
762,0.4444444444444444,0.0,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
